instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,if_average
5419,3,0,8,16,0,4,1,0,0.8,0.7273,0.46,0.3582,49,196,245,1
5420,3,0,8,17,0,4,1,1,0.8,0.7273,0.46,0.2985,44,365,409,1
5421,3,0,8,18,0,4,1,1,0.76,0.697,0.55,0.2537,48,226,274,1
5422,3,0,8,19,0,4,1,0,0.66,0.6061,0.83,0.1045,26,115,141,0
5423,3,0,8,20,0,4,1,0,0.66,0.6061,0.83,0.1045,24,141,165,0
5424,3,0,8,21,0,4,1,1,0.68,0.6364,0.79,0,12,137,149,0
5425,3,0,8,22,0,4,1,1,0.7,0.6667,0.74,0.1045,18,117,135,0
5426,3,0,8,23,0,4,1,1,0.7,0.6667,0.74,0.1343,20,94,114,0
5427,3,0,8,0,0,5,1,1,0.68,0.6364,0.69,0.194,9,53,62,0
5428,3,0,8,1,0,5,1,1,0.64,0.5758,0.89,0,1,19,20,0
5429,3,0,8,2,0,5,1,1,0.64,0.5758,0.83,0,0,8,8,0
5430,3,0,8,3,0,5,1,0,0.64,0.5909,0.78,0,2,1,3,0
5431,3,0,8,4,0,5,1,0,0.64,0.5758,0.83,0,1,7,8,0
5432,3,0,8,5,0,5,1,0,0.64,0.5758,0.83,0,1,16,17,0
5433,3,0,8,6,0,5,1,0,0.64,0.5758,0.83,0,2,91,93,0
5434,3,0,8,7,0,5,1,1,0.66,0.6061,0.83,0.0896,12,251,263,1
5435,3,0,8,8,0,5,1,1,0.66,0.6061,0.83,0,30,368,398,1
5436,3,0,8,9,0,5,1,0,0.7,0.6515,0.65,0.1343,31,187,218,1
5437,3,0,8,10,0,5,1,0,0.72,0.6818,0.62,0.0896,57,108,165,0
5438,3,0,8,11,0,5,1,1,0.72,0.6818,0.66,0.0896,45,120,165,0
5439,3,0,8,12,0,5,1,1,0.74,0.6818,0.62,0.0896,54,168,222,1
5440,3,0,8,13,0,5,1,1,0.76,0.7121,0.62,0.194,63,169,232,1
5441,3,0,8,14,0,5,1,0,0.78,0.7273,0.55,0.194,78,142,220,1
5442,3,0,8,15,0,5,1,0,0.8,0.7424,0.49,0.1045,66,156,222,1
5443,3,0,8,16,0,5,1,0,0.8,0.7424,0.49,0,66,261,327,1
5444,3,0,8,17,0,5,1,0,0.76,0.7121,0.58,0.5224,85,442,527,1
5445,3,0,8,18,0,5,1,0,0.76,0.7121,0.58,0.5224,88,337,425,1
5446,3,0,8,19,0,5,1,1,0.62,0.5909,0.73,0.4627,33,132,165,0
5447,3,0,8,20,0,5,1,1,0.62,0.5758,0.83,0.2985,12,46,58,0
5448,3,0,8,21,0,5,1,0,0.62,0.5758,0.83,0.1343,18,89,107,0
5449,3,0,8,22,0,5,1,0,0.6,0.5455,0.88,0.1343,25,97,122,0
5450,3,0,8,23,0,5,1,1,0.6,0.5455,0.88,0.0896,18,88,106,0
5451,3,0,8,0,0,6,0,0,0.6,0.5455,0.88,0,21,107,128,0
5452,3,0,8,1,0,6,0,0,0.62,0.5758,0.83,0,12,35,47,0
5453,3,0,8,2,0,6,0,0,0.62,0.5909,0.78,0,10,59,69,0
5454,3,0,8,3,0,6,0,0,0.62,0.5909,0.78,0,9,42,51,0
5455,3,0,8,4,0,6,0,1,0.6,0.5455,0.88,0,1,6,7,0
5456,3,0,8,5,0,6,0,0,0.6,0.5606,0.83,0,0,8,8,0
5457,3,0,8,6,0,6,0,1,0.6,0.5606,0.83,0.1343,6,18,24,0
5458,3,0,8,7,0,6,0,0,0.62,0.5758,0.83,0,8,36,44,0
5459,3,0,8,8,0,6,0,0,0.66,0.6212,0.69,0,27,106,133,0
5460,3,0,8,9,0,6,0,0,0.7,0.6515,0.65,0,51,139,190,1
5461,3,0,8,10,0,6,0,0,0.72,0.6818,0.62,0.1045,114,192,306,1
5462,3,0,8,11,0,6,0,0,0.72,0.6667,0.58,0,115,223,338,1
5463,3,0,8,12,0,6,0,0,0.74,0.6818,0.58,0.1343,156,253,409,1
5464,3,0,8,13,0,6,0,0,0.76,0.697,0.55,0.1343,158,220,378,1
5465,3,0,8,14,0,6,0,0,0.8,0.7424,0.49,0.194,147,228,375,1
5466,3,0,8,15,0,6,0,0,0.8,0.7273,0.43,0.194,175,215,390,1
5467,3,0,8,16,0,6,0,0,0.8,0.7273,0.46,0.194,151,222,373,1
5468,3,0,8,17,0,6,0,0,0.8,0.7424,0.49,0.194,180,203,383,1
5469,3,0,8,18,0,6,0,0,0.76,0.7121,0.58,0.2537,169,225,394,1
5470,3,0,8,19,0,6,0,0,0.74,0.6818,0.62,0.194,109,182,291,1
5471,3,0,8,20,0,6,0,0,0.74,0.6818,0.62,0.2239,78,170,248,1
5472,3,0,8,21,0,6,0,0,0.72,0.6818,0.7,0.2239,81,144,225,1
5473,3,0,8,22,0,6,0,1,0.7,0.6667,0.74,0.194,77,146,223,1
5474,3,0,8,23,0,6,0,0,0.7,0.6667,0.74,0.1343,59,98,157,0
5475,3,0,8,0,0,0,0,0,0.7,0.6667,0.74,0.194,6,68,74,0
5476,3,0,8,1,0,0,0,0,0.68,0.6364,0.79,0.2239,17,69,86,0
5477,3,0,8,2,0,0,0,0,0.68,0.6364,0.79,0.194,13,51,64,0
5478,3,0,8,3,0,0,0,0,0.66,0.6061,0.83,0.2239,25,26,51,0
5479,3,0,8,4,0,0,0,0,0.68,0.6364,0.83,0.2239,1,5,6,0
5480,3,0,8,5,0,0,0,0,0.66,0.5909,0.89,0.2985,0,8,8,0
5481,3,0,8,6,0,0,0,0,0.66,0.5909,0.89,0.2836,4,10,14,0
5482,3,0,8,7,0,0,0,0,0.68,0.6364,0.83,0.2985,12,19,31,0
5483,3,0,8,8,0,0,0,0,0.7,0.6667,0.79,0.2239,30,62,92,0
5484,3,0,8,9,0,0,0,0,0.72,0.697,0.74,0.2239,80,151,231,1
5485,3,0,8,10,0,0,0,0,0.74,0.7121,0.74,0.2537,97,177,274,1
5486,3,0,8,11,0,0,0,0,0.8,0.7879,0.63,0.2836,132,181,313,1
5487,3,0,8,12,0,0,0,0,0.82,0.803,0.59,0.2836,135,239,374,1
5488,3,0,8,13,0,0,0,0,0.8,0.7727,0.59,0.4179,94,216,310,1
5489,3,0,8,14,0,0,0,1,0.7,0.6667,0.79,0.3881,78,157,235,1
5490,3,0,8,15,0,0,0,0,0.7,0.6667,0.84,0.2836,17,51,68,0
5491,3,0,8,16,0,0,0,0,0.72,0.697,0.79,0.1642,97,161,258,1
5492,3,0,8,17,0,0,0,0,0.72,0.697,0.79,0.1343,91,179,270,1
5493,3,0,8,18,0,0,0,0,0.72,0.697,0.79,0.2537,96,215,311,1
5494,3,0,8,19,0,0,0,0,0.72,0.6818,0.7,0.2537,81,201,282,1
5495,3,0,8,20,0,0,0,0,0.7,0.6667,0.79,0.2537,41,140,181,0
5496,3,0,8,21,0,0,0,0,0.7,0.6667,0.79,0.2537,45,93,138,0
5497,3,0,8,22,0,0,0,1,0.7,0.6667,0.79,0.194,37,97,134,0
5498,3,0,8,23,0,0,0,0,0.7,0.6667,0.74,0.1642,20,48,68,0
5499,3,0,8,0,0,1,1,0,0.68,0.6364,0.79,0.1642,18,22,40,0
5500,3,0,8,1,0,1,1,0,0.68,0.6364,0.79,0.0896,8,13,21,0
5501,3,0,8,2,0,1,1,1,0.7,0.6515,0.65,0.1045,2,6,8,0
5502,3,0,8,3,0,1,1,1,0.7,0.6515,0.65,0.1343,0,5,5,0
5503,3,0,8,4,0,1,1,0,0.68,0.6364,0.65,0.194,2,10,12,0
5504,3,0,8,5,0,1,1,0,0.66,0.6212,0.65,0.3582,1,23,24,0
5505,3,0,8,6,0,1,1,0,0.66,0.6212,0.61,0.2985,6,106,112,0
5506,3,0,8,7,0,1,1,0,0.66,0.6212,0.61,0.3284,11,270,281,1
5507,3,0,8,8,0,1,1,0,0.66,0.6212,0.61,0.3284,20,331,351,1
5508,3,0,8,9,0,1,1,0,0.68,0.6364,0.54,0.2537,36,151,187,0
5509,3,0,8,10,0,1,1,0,0.7,0.6515,0.48,0.2836,36,85,121,0
5510,3,0,8,11,0,1,1,0,0.72,0.6515,0.34,0.3284,46,85,131,0
5511,3,0,8,12,0,1,1,0,0.74,0.6515,0.35,0.3881,54,153,207,1
5512,3,0,8,13,0,1,1,0,0.74,0.6515,0.3,0.4627,47,158,205,1
5513,3,0,8,14,0,1,1,0,0.74,0.6515,0.3,0.3881,88,137,225,1
5514,3,0,8,15,0,1,1,0,0.74,0.6515,0.3,0.2985,72,127,199,1
5515,3,0,8,16,0,1,1,0,0.74,0.6515,0.3,0.3881,66,254,320,1
5516,3,0,8,17,0,1,1,0,0.74,0.6515,0.27,0.3284,82,509,591,1
5517,3,0,8,18,0,1,1,0,0.72,0.6515,0.28,0.2985,72,537,609,1
5518,3,0,8,19,0,1,1,0,0.7,0.6364,0.3,0.2836,66,350,416,1
5519,3,0,8,20,0,1,1,0,0.66,0.6212,0.34,0.194,21,247,268,1
5520,3,0,8,21,0,1,1,0,0.64,0.6212,0.38,0.194,28,180,208,1
5521,3,0,8,22,0,1,1,0,0.64,0.6212,0.38,0.2985,32,121,153,0
5522,3,0,8,23,0,1,1,0,0.62,0.6212,0.41,0.2537,19,45,64,0
5523,3,0,8,0,0,2,1,0,0.6,0.6212,0.43,0.194,13,22,35,0
5524,3,0,8,1,0,2,1,0,0.58,0.5455,0.49,0.194,6,13,19,0
5525,3,0,8,2,0,2,1,0,0.56,0.5303,0.52,0.194,2,4,6,0
5526,3,0,8,3,0,2,1,0,0.56,0.5303,0.52,0.2836,2,4,6,0
5527,3,0,8,4,0,2,1,0,0.54,0.5152,0.56,0.1642,0,5,5,0
5528,3,0,8,5,0,2,1,0,0.54,0.5152,0.56,0.194,1,35,36,0
5529,3,0,8,6,0,2,1,0,0.54,0.5152,0.6,0.194,3,111,114,0
5530,3,0,8,7,0,2,1,0,0.6,0.6212,0.49,0.194,11,333,344,1
5531,3,0,8,8,0,2,1,1,0.62,0.6212,0.5,0,43,461,504,1
5532,3,0,8,9,0,2,1,1,0.66,0.6212,0.44,0,34,191,225,1
5533,3,0,8,10,0,2,1,0,0.7,0.6364,0.37,0,56,92,148,0
5534,3,0,8,11,0,2,1,0,0.7,0.6364,0.34,0.1045,62,124,186,0
5535,3,0,8,12,0,2,1,0,0.7,0.6364,0.39,0.0896,60,177,237,1
5536,3,0,8,13,0,2,1,0,0.72,0.6515,0.3,0.1045,70,164,234,1
5537,3,0,8,14,0,2,1,0,0.72,0.6515,0.3,0.0896,149,502,651,1
5538,3,0,8,15,0,2,1,0,0.72,0.6515,0.34,0.2239,178,423,601,1
5539,3,0,8,16,0,2,1,0,0.72,0.6515,0.32,0.1343,133,311,444,1
5540,3,0,8,17,0,2,1,0,0.72,0.6515,0.34,0.2239,133,339,472,1
5541,3,0,8,18,0,2,1,0,0.72,0.6515,0.34,0.194,98,421,519,1
5542,3,0,8,19,0,2,1,0,0.66,0.6212,0.5,0.2239,70,297,367,1
5543,3,0,8,20,0,2,1,0,0.64,0.6212,0.53,0.2537,54,206,260,1
5544,3,0,8,21,0,2,1,0,0.62,0.6212,0.57,0,38,173,211,1
5545,3,0,8,22,0,2,1,0,0.62,0.6212,0.57,0.1343,46,145,191,1
5546,3,0,8,23,0,2,1,0,0.62,0.6061,0.61,0.1343,19,61,80,0
5547,3,0,8,0,0,3,1,0,0.62,0.6212,0.57,0.1343,9,29,38,0
5548,3,0,8,1,0,3,1,0,0.6,0.6061,0.6,0.1045,7,17,24,0
5549,3,0,8,2,0,3,1,0,0.58,0.5455,0.68,0.1343,2,4,6,0
5550,3,0,8,3,0,3,1,0,0.58,0.5455,0.68,0.1343,0,1,1,0
5551,3,0,8,4,0,3,1,0,0.56,0.5303,0.73,0.1045,0,7,7,0
5552,3,0,8,5,0,3,1,0,0.56,0.5303,0.73,0.1045,1,26,27,0
5553,3,0,8,6,0,3,1,0,0.56,0.5303,0.73,0,3,105,108,0
5554,3,0,8,7,0,3,1,0,0.6,0.6061,0.64,0.0896,11,297,308,1
5555,3,0,8,8,0,3,1,0,0.62,0.6061,0.69,0.1343,32,436,468,1
5556,3,0,8,9,0,3,1,0,0.64,0.6061,0.69,0.2537,44,169,213,1
5557,3,0,8,10,0,3,1,0,0.7,0.6515,0.58,0.2836,51,95,146,0
5558,3,0,8,11,0,3,1,0,0.72,0.6667,0.54,0.2985,57,128,185,0
5559,3,0,8,12,0,3,1,0,0.74,0.6818,0.55,0.3284,60,175,235,1
5560,3,0,8,13,0,3,1,0,0.76,0.6818,0.48,0.4179,56,180,236,1
5561,3,0,8,14,0,3,1,0,0.76,0.6818,0.48,0.4179,77,127,204,1
5562,3,0,8,15,0,3,1,0,0.76,0.6818,0.48,0.4478,63,141,204,1
5563,3,0,8,16,0,3,1,0,0.76,0.697,0.52,0.4179,49,222,271,1
5564,3,0,8,17,0,3,1,0,0.76,0.697,0.52,0.3582,83,484,567,1
5565,3,0,8,18,0,3,1,0,0.74,0.6818,0.55,0.2985,102,519,621,1
5566,3,0,8,19,0,3,1,0,0.74,0.6818,0.55,0.2985,93,347,440,1
5567,3,0,8,20,0,3,1,0,0.72,0.6667,0.58,0.2985,45,289,334,1
5568,3,0,8,21,0,3,1,0,0.7,0.6515,0.61,0.3582,47,189,236,1
5569,3,0,8,22,0,3,1,0,0.7,0.6515,0.65,0.3582,41,140,181,0
5570,3,0,8,23,0,3,1,0,0.68,0.6364,0.69,0.2985,16,54,70,0
5571,3,0,8,0,0,4,1,0,0.68,0.6364,0.74,0.2985,11,41,52,0
5572,3,0,8,1,0,4,1,0,0.68,0.6364,0.69,0.3881,4,11,15,0
5573,3,0,8,2,0,4,1,0,0.68,0.6364,0.69,0.3881,3,2,5,0
5574,3,0,8,3,0,4,1,0,0.66,0.6212,0.74,0.3284,2,2,4,0
5575,3,0,8,4,0,4,1,0,0.66,0.6061,0.78,0.3881,1,6,7,0
5576,3,0,8,5,0,4,1,0,0.66,0.6061,0.83,0.4179,1,25,26,0
5577,3,0,8,6,0,4,1,0,0.66,0.6061,0.83,0.3284,1,101,102,0
5578,3,0,8,7,0,4,1,1,0.68,0.6364,0.79,0.3284,17,296,313,1
5579,3,0,8,8,0,4,1,1,0.7,0.6667,0.74,0.2985,23,461,484,1
5580,3,0,8,9,0,4,1,1,0.72,0.6818,0.7,0.2985,21,141,162,0
5581,3,0,8,10,0,4,1,1,0.74,0.697,0.66,0.2985,37,105,142,0
5582,3,0,8,11,0,4,1,1,0.7,0.6667,0.79,0,39,112,151,0
5583,3,0,8,12,0,4,1,1,0.7,0.6667,0.79,0,9,32,41,0
5584,3,0,8,13,0,4,1,0,0.7,0.6667,0.79,0.1045,7,30,37,0
5585,3,0,8,14,0,4,1,1,0.72,0.697,0.74,0,27,86,113,0
5586,3,0,8,15,0,4,1,1,0.74,0.697,0.7,0,28,104,132,0
5587,3,0,8,16,0,4,1,0,0.72,0.7121,0.84,0,16,105,121,0
5588,3,0,8,17,0,4,1,0,0.72,0.7121,0.84,0,28,284,312,1
5589,3,0,8,18,0,4,1,1,0.72,0.7121,0.84,0.1343,31,377,408,1
5590,3,0,8,19,0,4,1,1,0.66,0.6061,0.78,0.3284,31,241,272,1
5591,3,0,8,20,0,4,1,0,0.64,0.5909,0.78,0.3582,33,192,225,1
5592,3,0,8,21,0,4,1,0,0.64,0.5909,0.78,0.2836,29,158,187,0
5593,3,0,8,22,0,4,1,0,0.62,0.5758,0.83,0,21,126,147,0
5594,3,0,8,23,0,4,1,0,0.62,0.5758,0.83,0.0896,15,69,84,0
5595,3,0,8,0,0,5,1,0,0.62,0.5758,0.83,0.1343,9,42,51,0
5596,3,0,8,1,0,5,1,0,0.62,0.5758,0.83,0,10,13,23,0
5597,3,0,8,2,0,5,1,0,0.62,0.5606,0.88,0.1343,4,16,20,0
5598,3,0,8,3,0,5,1,0,0.6,0.5455,0.88,0.1045,3,8,11,0
5599,3,0,8,4,0,5,1,0,0.62,0.5606,0.88,0,2,6,8,0
5600,3,0,8,5,0,5,1,1,0.62,0.5606,0.88,0,3,23,26,0
5601,3,0,8,6,0,5,1,0,0.62,0.5606,0.88,0,5,100,105,0
5602,3,0,8,7,0,5,1,0,0.64,0.5758,0.83,0,3,263,266,1
5603,3,0,8,8,0,5,1,0,0.66,0.6061,0.83,0.1045,17,387,404,1
5604,3,0,8,9,0,5,1,0,0.7,0.6667,0.74,0,39,191,230,1
5605,3,0,8,10,0,5,1,0,0.74,0.697,0.66,0.0896,34,89,123,0
5606,3,0,8,11,0,5,1,1,0.76,0.7121,0.62,0,63,151,214,1
5607,3,0,8,12,0,5,1,1,0.76,0.7273,0.66,0.1045,70,173,243,1
5608,3,0,8,13,0,5,1,1,0.78,0.7424,0.59,0.1045,72,165,237,1
5609,3,0,8,14,0,5,1,0,0.8,0.7727,0.59,0,55,164,219,1
5610,3,0,8,15,0,5,1,1,0.8,0.7727,0.59,0.194,53,196,249,1
5611,3,0,8,16,0,5,1,0,0.78,0.7424,0.62,0.1045,50,293,343,1
5612,3,0,8,17,0,5,1,0,0.74,0.7121,0.74,0.2537,56,433,489,1
5613,3,0,8,18,0,5,1,1,0.74,0.7121,0.74,0.1343,40,370,410,1
5614,3,0,8,19,0,5,1,0,0.72,0.697,0.79,0.1045,55,235,290,1
5615,3,0,8,20,0,5,1,0,0.72,0.697,0.79,0.0896,39,183,222,1
5616,3,0,8,21,0,5,1,0,0.72,0.697,0.79,0.1642,38,152,190,1
5617,3,0,8,22,0,5,1,0,0.72,0.697,0.79,0.1045,26,126,152,0
5618,3,0,8,23,0,5,1,0,0.7,0.6667,0.84,0.0896,22,114,136,0
5619,3,0,8,0,0,6,0,0,0.7,0.6667,0.84,0.1045,33,112,145,0
5620,3,0,8,1,0,6,0,0,0.7,0.6667,0.84,0.1642,13,51,64,0
5621,3,0,8,2,0,6,0,0,0.7,0.6667,0.84,0.194,18,59,77,0
5622,3,0,8,3,0,6,0,1,0.7,0.6667,0.84,0.2239,8,22,30,0
5623,3,0,8,4,0,6,0,1,0.7,0.6667,0.84,0.2239,1,3,4,0
5624,3,0,8,5,0,6,0,1,0.7,0.6667,0.84,0.2985,1,11,12,0
5625,3,0,8,6,0,6,0,1,0.7,0.6667,0.84,0.2985,3,15,18,0
5626,3,0,8,7,0,6,0,1,0.7,0.6667,0.84,0.3582,2,26,28,0
5627,3,0,8,8,0,6,0,1,0.7,0.6667,0.84,0.2537,14,62,76,0
5628,3,0,8,9,0,6,0,1,0.7,0.6667,0.84,0.4179,28,128,156,0
5629,3,0,8,10,0,6,0,1,0.7,0.6667,0.79,0.4627,51,154,205,1
5630,3,0,8,11,0,6,0,1,0.66,0.5909,0.89,0.4179,15,73,88,0
5631,3,0,8,12,0,6,0,1,0.66,0.6061,0.83,0.4925,11,65,76,0
5632,3,0,8,13,0,6,0,1,0.66,0.6061,0.83,0.3881,10,33,43,0
5633,3,0,8,14,0,6,0,1,0.64,0.5758,0.89,0.5522,4,19,23,0
5634,3,0,8,15,0,6,0,1,0.64,0.5758,0.89,0.5522,2,28,30,0
5635,3,0,8,16,0,6,0,1,0.64,0.5758,0.89,0.5224,10,14,24,0
5636,3,0,8,17,0,6,0,1,0.64,0.5758,0.89,0.8358,2,14,16,0
5637,3,0,8,7,0,0,0,1,0.62,0.5758,0.83,0.3582,0,1,1,0
5638,3,0,8,8,0,0,0,1,0.62,0.5758,0.83,0.4179,2,6,8,0
5639,3,0,8,9,0,0,0,0,0.66,0.6212,0.74,0.4179,7,46,53,0
5640,3,0,8,10,0,0,0,0,0.7,0.6515,0.61,0.6119,27,115,142,0
5641,3,0,8,11,0,0,0,0,0.7,0.6515,0.58,0.3881,59,178,237,1
5642,3,0,8,12,0,0,0,0,0.74,0.6667,0.51,0.3881,88,218,306,1
5643,3,0,8,13,0,0,0,0,0.76,0.6818,0.45,0.3582,129,302,431,1
5644,3,0,8,14,0,0,0,0,0.78,0.697,0.43,0.4179,157,290,447,1
5645,3,0,8,15,0,0,0,0,0.78,0.697,0.43,0.3582,155,314,469,1
5646,3,0,8,16,0,0,0,0,0.8,0.7121,0.36,0.3881,196,295,491,1
5647,3,0,8,17,0,0,0,0,0.76,0.6818,0.4,0.2985,145,253,398,1
5648,3,0,8,18,0,0,0,0,0.74,0.6667,0.42,0.2239,145,257,402,1
5649,3,0,8,19,0,0,0,0,0.72,0.6667,0.48,0.1045,140,247,387,1
5650,3,0,8,20,0,0,0,0,0.72,0.6515,0.45,0.1045,64,150,214,1
5651,3,0,8,21,0,0,0,0,0.66,0.6212,0.61,0.1343,60,126,186,0
5652,3,0,8,22,0,0,0,0,0.64,0.6061,0.69,0.1045,25,73,98,0
5653,3,0,8,23,0,0,0,0,0.62,0.5909,0.73,0.1045,16,48,64,0
5654,3,0,8,0,0,1,1,0,0.62,0.5909,0.73,0.1045,13,21,34,0
5655,3,0,8,1,0,1,1,0,0.6,0.5909,0.69,0.1045,5,15,20,0
5656,3,0,8,2,0,1,1,0,0.6,0.5909,0.69,0.194,8,5,13,0
5657,3,0,8,3,0,1,1,0,0.6,0.5909,0.69,0.1045,1,5,6,0
5658,3,0,8,4,0,1,1,0,0.56,0.5303,0.68,0.1343,0,3,3,0
5659,3,0,8,5,0,1,1,0,0.56,0.5303,0.73,0.1343,0,17,17,0
5660,3,0,8,6,0,1,1,0,0.56,0.5303,0.73,0.1343,3,99,102,0
5661,3,0,8,7,0,1,1,0,0.6,0.6061,0.6,0.2239,11,273,284,1
5662,3,0,8,8,0,1,1,0,0.62,0.6212,0.57,0.2537,20,384,404,1
5663,3,0,8,9,0,1,1,0,0.62,0.6212,0.53,0.2537,22,166,188,0
5664,3,0,8,10,0,1,1,0,0.66,0.6212,0.47,0.2239,42,73,115,0
5665,3,0,8,11,0,1,1,0,0.66,0.6212,0.47,0.1642,38,100,138,0
5666,3,0,8,12,0,1,1,1,0.68,0.6364,0.44,0.1642,48,159,207,1
5667,3,0,8,13,0,1,1,1,0.7,0.6364,0.39,0,48,170,218,1
5668,3,0,8,14,0,1,1,0,0.7,0.6364,0.42,0,55,127,182,0
5669,3,0,8,15,0,1,1,0,0.7,0.6364,0.42,0.1642,56,164,220,1
5670,3,0,8,16,0,1,1,0,0.72,0.6515,0.42,0.1642,56,226,282,1
5671,3,0,8,17,0,1,1,1,0.7,0.6364,0.47,0.2239,67,524,591,1
5672,3,0,8,18,0,1,1,0,0.66,0.6212,0.47,0.2537,60,487,547,1
5673,3,0,8,19,0,1,1,0,0.66,0.6212,0.47,0.2537,50,317,367,1
5674,3,0,8,20,0,1,1,0,0.64,0.6212,0.53,0.1642,50,227,277,1
5675,3,0,8,21,0,1,1,0,0.64,0.6212,0.53,0.194,34,168,202,1
5676,3,0,8,22,0,1,1,0,0.62,0.6212,0.57,0.1343,23,119,142,0
5677,3,0,8,23,0,1,1,0,0.6,0.6061,0.6,0.0896,19,56,75,0
5678,3,0,8,0,0,2,1,0,0.56,0.5303,0.73,0.1343,10,17,27,0
5679,3,0,8,1,0,2,1,0,0.56,0.5303,0.68,0.1045,6,7,13,0
5680,3,0,8,2,0,2,1,0,0.54,0.5152,0.73,0.1045,2,8,10,0
5681,3,0,8,3,0,2,1,0,0.54,0.5152,0.73,0.194,2,2,4,0
5682,3,0,8,4,0,2,1,0,0.52,0.5,0.77,0.1642,0,6,6,0
5683,3,0,8,5,0,2,1,0,0.52,0.5,0.77,0.0896,1,27,28,0
5684,3,0,8,6,0,2,1,0,0.54,0.5152,0.73,0.1045,4,115,119,0
5685,3,0,8,7,0,2,1,0,0.56,0.5303,0.68,0.1343,19,338,357,1
5686,3,0,8,8,0,2,1,0,0.62,0.6212,0.57,0.1343,34,459,493,1
5687,3,0,8,9,0,2,1,0,0.66,0.6212,0.5,0.2239,38,180,218,1
5688,3,0,8,10,0,2,1,0,0.7,0.6364,0.39,0.2239,28,109,137,0
5689,3,0,8,11,0,2,1,0,0.72,0.6515,0.37,0.194,60,115,175,0
5690,3,0,8,12,0,2,1,0,0.72,0.6515,0.37,0,65,172,237,1
5691,3,0,8,13,0,2,1,0,0.74,0.6515,0.35,0.1045,59,170,229,1
5692,3,0,8,14,0,2,1,0,0.74,0.6515,0.33,0.1642,58,151,209,1
5693,3,0,8,15,0,2,1,0,0.74,0.6515,0.35,0.2239,34,162,196,1
5694,3,0,8,16,0,2,1,0,0.74,0.6515,0.37,0.1642,42,295,337,1
5695,3,0,8,17,0,2,1,0,0.72,0.6515,0.42,0.194,62,549,611,1
5696,3,0,8,18,0,2,1,0,0.7,0.6364,0.45,0.1642,60,516,576,1
5697,3,0,8,19,0,2,1,0,0.66,0.6212,0.5,0.0896,68,397,465,1
5698,3,0,8,20,0,2,1,0,0.66,0.6212,0.5,0,39,259,298,1
5699,3,0,8,21,0,2,1,0,0.64,0.6061,0.65,0.0896,43,180,223,1
5700,3,0,8,22,0,2,1,0,0.62,0.6061,0.61,0,22,121,143,0
5701,3,0,8,23,0,2,1,0,0.62,0.6061,0.61,0,19,74,93,0
5702,3,0,8,0,0,3,1,0,0.6,0.5909,0.69,0,8,24,32,0
5703,3,0,8,1,0,3,1,0,0.6,0.5909,0.69,0,2,13,15,0
5704,3,0,8,2,0,3,1,0,0.56,0.5303,0.73,0,1,5,6,0
5705,3,0,8,3,0,3,1,0,0.56,0.5303,0.78,0,2,4,6,0
5706,3,0,8,4,0,3,1,0,0.56,0.5303,0.73,0,0,5,5,0
5707,3,0,8,5,0,3,1,0,0.54,0.5152,0.83,0.0896,2,25,27,0
5708,3,0,8,6,0,3,1,0,0.54,0.5152,0.77,0,4,107,111,0
5709,3,0,8,7,0,3,1,0,0.6,0.5758,0.78,0,12,316,328,1
5710,3,0,8,8,0,3,1,0,0.62,0.6061,0.69,0,27,440,467,1
5711,3,0,8,9,0,3,1,0,0.64,0.6061,0.69,0.0896,27,217,244,1
5712,3,0,8,10,0,3,1,0,0.7,0.6364,0.45,0.1045,33,105,138,0
5713,3,0,8,11,0,3,1,0,0.72,0.6515,0.42,0.1343,28,143,171,0
5714,3,0,8,12,0,3,1,0,0.74,0.6667,0.43,0.1343,68,192,260,1
5715,3,0,8,13,0,3,1,0,0.74,0.6515,0.37,0.1045,39,182,221,1
5716,3,0,8,14,0,3,1,0,0.74,0.6515,0.4,0.1343,48,148,196,1
5717,3,0,8,15,0,3,1,0,0.74,0.6515,0.4,0.1343,34,138,172,0
5718,3,0,8,16,0,3,1,0,0.74,0.6667,0.42,0.1343,46,263,309,1
5719,3,0,8,17,0,3,1,0,0.72,0.6515,0.45,0.1343,83,525,608,1
5720,3,0,8,18,0,3,1,0,0.7,0.6515,0.51,0.2239,70,495,565,1
5721,3,0,8,19,0,3,1,0,0.84,0.7727,0.47,0.2537,53,393,446,1
5722,3,0,8,20,0,3,1,0,0.66,0.6212,0.57,0.1343,30,259,289,1
5723,3,0,8,21,0,3,1,0,0.66,0.6212,0.61,0.0896,27,174,201,1
5724,3,0,8,22,0,3,1,0,0.64,0.6061,0.69,0,20,137,157,0
5725,3,0,8,23,0,3,1,0,0.6,0.5758,0.78,0.1045,24,60,84,0
5726,3,0,9,0,0,4,1,0,0.6,0.5758,0.78,0.1045,18,33,51,0
5727,3,0,9,1,0,4,1,0,0.6,0.5909,0.73,0.0896,7,14,21,0
5728,3,0,9,2,0,4,1,0,0.58,0.5455,0.78,0.0896,14,11,25,0
5729,3,0,9,3,0,4,1,0,0.58,0.5455,0.78,0.0896,7,7,14,0
5730,3,0,9,4,0,4,1,0,0.56,0.5303,0.83,0.0896,0,7,7,0
5731,3,0,9,5,0,4,1,0,0.56,0.5303,0.73,0.0896,1,22,23,0
5732,3,0,9,6,0,4,1,0,0.6,0.5758,0.78,0,2,103,105,0
